AirportCode;CityCode;CountryCode;LocationType;UtcOffset;TimeZoneId;Latitude;Longitude;AirportName
FNG;FNG;BF;Airport;+00:00;Africa/Ouagadougou;12.0667;0.35;Fada N'gourma
FNH;FNH;ET;Airport;+03:00;Africa/Addis_Ababa;9.5833;37.4333;Fincha'a
FNI;FNI;FR;Airport;+01:00;Europe/Paris;43.7575;4.4164;Nimes
FNJ;FNJ;KP;Airport;+09:00;Asia/Pyongyang;39.2236;125.67;Pyongyang
FNK;FNK;US;Airport;-09:00;America/Anchorage;69.5;-147.5833;Fin Creek
FNL;FNL;US;Airport;-07:00;America/Denver;40.4517;-105.0117;Fort Collins/Loveland Municipal Apt
FNR;FNR;US;Airport;-09:00;America/Anchorage;58.2333;-134.9167;Funter Bay
FNT;FNT;US;Airport;-05:00;America/New_York;42.9656;-83.7436;Flint
FNU;FNU;IT;Airport;+01:00;Europe/Rome;39.895;8.6383;Oristano Fenosu
FOA;FOA;GB;Airport;+00:00;Europe/London;60.1222;-2.0536;Foula
FOB;FOB;US;Airport;-08:00;America/Los_Angeles;39.4333;-123.8;Fort Bragg
FOC;FOC;CN;Airport;+08:00;Asia/Shanghai;25.935;119.6633;Fuzhou
FOD;FOD;US;Airport;-06:00;America/Chicago;42.5511;-94.1919;Fort Dodge Regional
FOE;TOP;US;Airport;-06:00;America/Chicago;38.9508;-95.6636;Topeka Forbes Afb
FOG;FOG;IT;Airport;+01:00;Europe/Rome;41.4333;15.5347;Foggia Gino Lisa
FOI;FOG;IT;Rail Station;+01:00;Europe/Rome;41.4658;15.5556;Foggia Rail Station
FOK;FOK;US;Airport;-05:00;America/New_York;40.8419;-72.6325;Westhampton Beach Francis S. Gabreski
FOM;FOM;CM;Airport;+01:00;Africa/Douala;5.6333;10.75;Foumban Nkounja
FON;FON;CR;Airport;-06:00;America/Costa_Rica;10.4697;-84.5789;Fortuna Arenal
FOO;FOO;ID;Airport;+09:00;Asia/Jayapura;-0.9333;134.8667;Numfoor
FOP;FOP;US;Airport;-05:00;America/New_York;33.6167;-84.3667;Forest Park Morris Aaf
FOR;FOR;BR;Airport;-03:00;America/Araguaina;-3.7764;-38.5325;Fortaleza
FOS;FOS;AU;Airport;+08:00;Australia/Perth;-30.8333;128.1;Forrest
FOT;FOT;AU;Airport;+10:00;Australia/Sydney;-32.1833;152.5167;Forster
FOU;FOU;GA;Airport;+01:00;Africa/Libreville;-1.2833;10.6167;Fougamou
FOX;FOX;US;Airport;-09:00;America/Anchorage;64.85;-147.7667;Fox
FOY;FOY;LR;Airport;+00:00;Africa/Monrovia;8.3667;-10.2167;Foya
FPO;FPO;BS;Airport;-05:00;America/Nassau;26.5586;-78.6956;Freeport
FPR;FPR;US;Airport;-05:00;America/New_York;27.4833;-80.3667;Fort Pierce St Lucie County Intl
FPY;FPY;US;Airport;-05:00;America/New_York;30.1167;-83.5833;Perry-Foley
FRA;FRA;DE;Airport;+01:00;Europe/Berlin;50.0331;8.5706;Frankfurt
FRB;FRB;AU;Airport;+10:00;Australia/Sydney;-33.3667;147.9333;Forbes
FRC;FRC;BR;Airport;-03:00;America/Araguaina;-20.5833;-47.3833;Franca Tenente Lund Presetto
FRD;FRD;US;Airport;-08:00;America/Los_Angeles;48.5256;-123.0261;Friday Harbor
FRE;FRE;SB;Airport;+11:00;Pacific/Guadalcanal;-8.1075;159.5772;Fera Island
FRF;FRA;DE;Airport;+01:00;Europe/Berlin;50.0167;8.5667;Frankfurt Rhein Main Afb
FRG;FRG;US;Airport;-05:00;America/New_York;40.7294;-73.4144;Farmingdale Republic
FRH;FRH;US;Airport;-05:00;America/New_York;38.55;-86.6167;French Lick Municipal
FRI;FRI;US;Airport;-06:00;America/Chicago;39.0667;-96.7833;Fort Riley Marshall Aaf
FRJ;FRJ;FR;Off-Line Point;+01:00;Europe/Paris;43.4167;6.7333;Frejus Off-Line Point
FRK;FRK;SC;Airport;+04:00;Indian/Mahe;-4.5833;55.95;Fregate Island
FRL;FRL;IT;Airport;+01:00;Europe/Rome;44.1956;12.0697;Forli
FRM;FRM;US;Airport;-06:00;America/Chicago;43.65;-94.4167;Fairmont Municipal
FRN;ANC;US;Airport;-09:00;America/Anchorage;61.25;-149.6833;Anchorage Bryant Aaf
FRO;FRO;NO;Airport;+01:00;Europe/Oslo;61.5836;5.0247;Floro
FRP;FRP;US;Airport;-09:00;America/Anchorage;57.8458;-135.025;Fresh Water Bay
FRQ;FRQ;PG;Airport;+10:00;Pacific/Port_Moresby;-5.4167;141.7;Feramin
FRR;FRR;US;Airport;-05:00;America/New_York;38.9181;-78.2569;Front Royal Warren County
FRS;FRS;GT;Airport;-06:00;America/Guatemala;16.9156;-89.8697;Flores
FRT;FRT;CL;Airport;-04:00;America/Santiago;-41.125;-73.0653;Frutillar
FRU;FRU;KG;Airport;+06:00;Asia/Bishkek;43.0614;74.4775;Bishkek Manas International
FRW;FRW;BW;Airport;+02:00;Africa/Gaborone;-21.1597;27.4744;Francistown
FRY;FRY;US;Airport;-05:00;America/New_York;43.9908;-70.9475;Fryeburg Eastern Slopes Regional
FRZ;FRZ;DE;Airport;+01:00;Europe/Berlin;51.1144;9.2858;Fritzlar
FSA;FUO;CN;Bus Station;+08:00;Asia/Shanghai;23.0394;113.1081;Foshan Bus Station
FSC;FSC;FR;Airport;+01:00;Europe/Paris;41.5022;9.0967;Figari
FSD;FSD;US;Airport;-06:00;America/Chicago;43.5819;-96.7419;Sioux Falls
FSI;LAW;US;Airport;-06:00;America/Chicago;34.6667;-98.4167;Lawton/Fort Sill Henry Post Army Air Fi
FSK;FSK;US;Airport;-06:00;America/Chicago;37.8;-94.7667;Fort Scott
FSL;FSL;AU;Airport;+08:00;Australia/Perth;-18.2;125.75;Fossil Downs Station
FSM;FSM;US;Airport;-06:00;America/Chicago;35.3367;-94.3675;Fort Smith
FSN;FSN;US;Airport;-06:00;America/Chicago;42.2167;-87.8;Fort Sheridan Haley Army Air Field
FSP;FSP;PM;Airport;-03:00;America/Miquelon;46.7633;-56.1744;St Pierre Saint Pierre
FSS;FSS;GB;Airport;+00:00;Europe/London;57.65;-3.5667;Forres Raf Kinloss
FST;FST;US;Airport;-06:00;America/Chicago;30.9167;-102.9167;Fort Stockton Pecos County
FSU;FSU;US;Airport;-07:00;America/Denver;34.4667;-104.25;Fort Sumner Municipal
FSZ;FSZ;JP;Airport;+09:00;Asia/Tokyo;34.7969;138.1808;Shizuoka Mount Fuji
FTA;FTA;VU;Airport;+11:00;Pacific/Efate;-19.5164;170.2325;Futuna Island
FTE;FTE;AR;Airport;-03:00;America/Argentina/Buenos_Aires;-50.28;-72.0533;El Calafate
FTI;FTI;AS;Airport;-11:00;Pacific/Pago_Pago;-14.2164;-169.4236;Fitiuta
FTK;FTK;US;Airport;-05:00;America/New_York;37.9;-85.95;Fort Knox Godman Army Air Field
FTL;FTL;US;Airport;-09:00;America/Anchorage;61.8667;-162.0333;Fortuna Ledge
FTU;FTU;MG;Airport;+03:00;Indian/Antananarivo;-25.0381;46.9561;Tolanaro Marillac
FTW;DFW;US;Airport;-06:00;America/Chicago;32.82;-97.3594;Fort Worth Meacham Intl
FTX;FTX;CG;Airport;+01:00;Africa/Brazzaville;-0.5314;15.9503;Owando
FTY;ATL;US;Airport;-05:00;America/New_York;33.7783;-84.5269;Atlanta Fulton County Apt
FUB;FUB;PG;Airport;+10:00;Pacific/Port_Moresby;-6.15;150.65;Fulleborn
FUD;FUD;CN;Airport;+08:00;Asia/Shanghai;44.3803;131.125;Sui Fen He
FUE;FUE;ES;Airport;+00:00;Atlantic/Canary;28.4528;-13.8639;Fuerteventura
FUG;FUG;CN;Airport;+08:00;Asia/Shanghai;32.8808;115.7336;Fuyang Xiguan
FUJ;FUJ;JP;Airport;+09:00;Asia/Tokyo;32.6664;128.8328;Goto-Fukue
FUK;FUK;JP;Airport;+09:00;Asia/Tokyo;33.5858;130.4506;Fukuoka
FUL;FUL;US;Airport;-08:00;America/Los_Angeles;33.8722;-117.9797;Fullerton Municipal
FUM;FUM;PG;Airport;+10:00;Pacific/Port_Moresby;-6.3833;142.4333;Fuma
FUN;FUN;TV;Airport;+12:00;Pacific/Funafuti;-8.5253;179.1958;Funafuti International
FUO;FUO;CN;Airport;+08:00;Asia/Shanghai;23.0817;113.07;Foshan Shadi
FUS;FUS;CN;Rail Station;+08:00;Asia/Shanghai;41.8594;123.8881;Fushun Rail Station
FUT;FUT;WF;Airport;+12:00;Pacific/Wallis;-14.3114;-178.0661;Futuna
FVL;FVL;AU;Airport;+08:00;Australia/Perth;-18.2833;128.4167;Flora Valley
FVM;FVM;MV;Airport;+05:00;Indian/Maldives;-0.3094;73.4328;Fuvahmulak Island
FVR;FVR;AU;Airport;+08:00;Australia/Perth;-15.1656;127.8411;Forrest River Mission
FVS;LED;RU;Rail Station;+03:00;Europe/Moscow;59.9556;30.3564;St Petersburg Finlyandsky Rail Station
FWA;FWA;US;Airport;-05:00;America/New_York;40.9831;-85.1897;Fort Wayne
FWH;FTW;US;Airport;-06:00;America/Chicago;32.9;-97.0333;Fort Worth Nas Jrb
FWL;FWL;US;Airport;-09:00;America/Anchorage;62.5167;-153.9;Farewell
FWM;FWM;GB;Rail Station;+00:00;Europe/London;56.8167;-5.1167;Fort William Rail Station
FXE;FLL;US;Airport;-05:00;America/New_York;26.1961;-80.1697;Fort Lauderdale Executive Apt
FXM;FXM;US;Airport;-09:00;America/Anchorage;70.2167;-146.0;Flaxman Island Air Force Station
FXO;FXO;MZ;Airport;+02:00;Africa/Maputo;-14.8153;36.5306;Cuamba
FXY;FXY;US;Airport;-06:00;America/Chicago;43.2667;-93.65;Forest City Municipal
FYG;SZX;CN;Harbour;+08:00;Asia/Shanghai;22.7781;113.6128;Shenzhen Fuyong Ferry Port Fuyong Ferry
FYJ;FYJ;CN;Airport;+08:00;Asia/Shanghai;48.1978;134.3644;Fuyuan
FYM;FYM;US;Airport;-06:00;America/Chicago;35.15;-86.5833;Fayetteville Municipal
FYN;FYN;CN;Airport;+08:00;Asia/Shanghai;46.7981;89.5575;Fuyun
FYT;FYT;TD;Airport;+01:00;Africa/Ndjamena;17.9167;19.1097;Faya-Largeau
FYU;FYU;US;Airport;-09:00;America/Anchorage;66.5714;-145.2506;Fort Yukon
FYV;FYV;US;Airport;-06:00;America/Chicago;36.0056;-94.1703;Fayetteville
FZL;FZL;AZ;Airport;+04:00;Asia/Baku;39.5947;47.1964;Fuzuli International
FZO;FZO;GB;Airport;+00:00;Europe/London;51.5194;-2.5903;Filton
GAA;GAA;CO;Airport;-05:00;America/Bogota;9.15;-74.2333;Guamal
GAB;GAB;US;Airport;-08:00;America/Los_Angeles;38.8667;-117.9167;Gabbs
GAC;GAC;HN;Airport;-06:00;America/Tegucigalpa;14.5;-88.5333;Gracias
GAD;GAD;US;Airport;-06:00;America/Chicago;33.9667;-86.0833;Gadsden Northeast Alabama Regional
GAE;GAE;TN;Airport;+01:00;Africa/Tunis;33.7325;9.9161;Gabes Matmata
GAF;GAF;TN;Airport;+01:00;Africa/Tunis;34.4219;8.8225;Gafsa Ksar
GAG;GAG;US;Airport;-06:00;America/Chicago;36.3167;-99.75;Gage
GAH;GAH;AU;Airport;+10:00;Australia/Brisbane;-25.6167;151.6167;Gayndah
GAI;GAI;US;Airport;-05:00;America/New_York;39.1683;-77.1661;Gaithersburg Montgomery Co Airpark
GAJ;GAJ;JP;Airport;+09:00;Asia/Tokyo;38.4119;140.3714;Yamagata
GAK;GAK;US;Airport;-09:00;America/Anchorage;62.3;-145.3;Gakona
GAL;GAL;US;Airport;-09:00;America/Anchorage;64.7361;-156.9375;Galena
GAM;GAM;US;Airport;-09:00;America/Anchorage;63.7667;-171.7328;Gambell
GAN;GAN;MV;Airport;+05:00;Indian/Maldives;-0.6933;73.1556;Gan Island Seenu
GAO;GAO;CU;Airport;-05:00;America/Havana;20.0853;-75.1583;Guantanamo Bay Ns
GAP;GAP;PG;Airport;+10:00;Pacific/Port_Moresby;-6.05;145.9667;Gusap
GAQ;GAQ;ML;Airport;+00:00;Africa/Bamako;16.2483;-0.0056;Gao Korogoussou
GAR;GAR;PG;Airport;+10:00;Pacific/Port_Moresby;-7.8667;147.1333;Garaina
GAS;GAS;KE;Airport;+03:00;Africa/Nairobi;-0.4636;39.6483;Garissa Gassim
GAT;GAT;FR;Airport;+01:00;Europe/Paris;44.455;6.0378;Gap Tallard
GAU;GAU;IN;Airport;+05:30;Asia/Kolkata;26.1061;91.5858;Guwahati
GAV;GAV;ID;Airport;+09:00;Asia/Jayapura;-0.45;130.8833;Gag Island
GAW;GAW;MM;Airport;+06:30;Asia/Yangon;22.1667;94.1333;Gangaw
GAX;GAX;GA;Airport;+01:00;Africa/Libreville;-2.7539;10.0069;Gamba Yenzi
GAY;GAY;IN;Airport;+05:30;Asia/Kolkata;24.7444;84.9511;Gaya
GAZ;GAZ;PG;Airport;+10:00;Pacific/Port_Moresby;-9.2333;152.95;Guasopa
GBA;GBA;GB;Airport;+00:00;Europe/London;51.6681;-2.0569;Kemble Cotswold
GBB;GBB;AZ;Airport;+04:00;Asia/Baku;40.8092;47.725;Gabala International
GBC;GBC;PG;Airport;+10:00;Pacific/Port_Moresby;-6.1;141.7333;Gasuke
GBD;GBD;US;Airport;-06:00;America/Chicago;38.35;-98.8667;Great Bend Municipal
GBE;GBE;BW;Airport;+02:00;Africa/Gaborone;-24.5553;25.9183;Gaborone
GBF;GBF;PG;Airport;+10:00;Pacific/Port_Moresby;-6.5833;144.6667;Negarbo
GBG;GBG;US;Airport;-06:00;America/Chicago;40.9333;-90.4333;Galesburg Municipal
GBH;GBH;US;Airport;-09:00;America/Anchorage;68.4667;-149.4833;Galbraith Ice Landing
GBI;GBI;IN;Airport;+05:30;Asia/Kolkata;17.3078;76.9586;Gulbarga Kalaburgi Airport
GBJ;GBJ;GP;Airport;-04:00;America/Guadeloupe;15.8689;-61.27;Marie Galante
GBK;GBK;SL;Airport;+00:00;Africa/Freetown;7.8003;-12.3667;Gbangbatok
GBL;GBL;AU;Airport;+09:30;Australia/Darwin;-11.6667;133.4167;South Goulburn Island
GBM;GBM;SO;Airport;+03:00;Africa/Mogadishu;3.3333;42.1833;Garbaharey
GBN;GBN;IT;Airport;+01:00;Europe/Rome;41.7;15.7333;San Giovanni Rotondo
GBO;WAS;US;Rail Station;-05:00;America/New_York;39.1861;-76.6833;Baltimore Greenbelt Rail Station
GBP;GBP;AU;Airport;+10:00;Australia/Brisbane;-16.55;143.6667;Gamboola
GBQ;GBQ;BH;Airport;+03:00;Asia/Bahrain;26.2494;50.6522;Muharraq Off-Line Point
GBR;GBR;US;Airport;-05:00;America/New_York;42.2;-73.3667;Great Barrington Walter J Koladza
GBS;GBS;NZ;Airport;+12:00;Pacific/Auckland;-36.1667;175.35;Port Fitzroy
GBT;GBT;IR;Airport;+03:30;Asia/Tehran;36.9114;54.3981;Gorgan
GBU;GBU;SD;Airport;+02:00;Africa/Khartoum;14.9264;35.8889;Khashm El Girba
GBV;GBV;AU;Airport;+08:00;Australia/Perth;-16.3333;126.3667;Gibb River
GBW;GBW;AU;Airport;+08:00;Australia/Perth;-22.6247;119.9586;Ginbata
GBX;GRX;ES;Bus Station;+01:00;Europe/Madrid;37.1992;-3.6139;Granada Bus Station
GBZ;GBZ;NZ;Airport;+12:00;Pacific/Auckland;-36.1667;175.3333;Great Barrier Island Claris
GCA;GCA;CO;Airport;-05:00;America/Bogota;2.2833;-74.95;Guacamayas
GCC;GCC;US;Airport;-07:00;America/Denver;44.3475;-105.5417;Gillette
GCD;GCD;US;Airport;-08:00;America/Los_Angeles;47.9236;-119.0806;Electric City Grand Coulee Dam
GCH;GCH;IR;Airport;+03:30;Asia/Tehran;30.3361;50.83;Gachsaran
GCI;GCI;GB;Airport;+00:00;Europe/London;49.4347;-2.6019;Guernsey
GCJ;JNB;ZA;Airport;+02:00;Africa/Johannesburg;-25.9864;28.1403;Johannesburg Grand Central Apt
GCK;GCK;US;Airport;-06:00;America/Chicago;37.9275;-100.7244;Garden City
GCM;GCM;KY;Airport;-05:00;America/Cayman;19.2928;-81.3578;Grand Cayman Island
GCN;GCN;US;Airport;-07:00;America/Phoenix;35.9525;-112.1469;Grand Canyon National Park
GCQ;OOL;AU;Bus Station;+10:00;Australia/Brisbane;-27.9672;153.4144;Gold Coast Bus Station
GCT;GCN;US;Airport;-07:00;America/Phoenix;36.2581;-113.2311;Grand Canyon Bar Ten Ranch
GCV;GCV;BR;Airport;-03:00;America/Sao_Paulo;-29.9417;-50.9942;Gravatai
GCW;GCW;US;Airport;-07:00;America/Phoenix;35.9903;-113.8164;Grand Canyon West
GCY;GCY;US;Airport;-05:00;America/New_York;36.1833;-82.8167;Greeneville Greene County Municipal
GDA;GDA;CF;Airport;+01:00;Africa/Bangui;9.3333;21.1833;Gounda
GDB;GDB;IN;Airport;+05:30;Asia/Kolkata;21.5247;80.2883;Gondia Birsi
GDC;GSP;US;Airport;-05:00;America/New_York;34.8481;-82.3486;Greenville/Spartanburg Donaldson Fld
GDD;GDD;AU;Airport;+08:00;Australia/Perth;-18.8333;128.5333;Gordon Downs
GDE;GDE;ET;Airport;+03:00;Africa/Addis_Ababa;5.935;43.5786;Gode
GDG;GDG;RU;Airport;+09:00;Asia/Yakutsk;53.4667;125.8;Magdagachi
GDH;GDH;US;Airport;-09:00;America/Anchorage;59.7167;-158.1667;Golden Horn Lodge Spb
GDI;GDI;CF;Airport;+01:00;Africa/Bangui;9.7333;21.5833;Melle Gordil
GDJ;GDJ;CD;Airport;+01:00;Africa/Kinshasa;-6.7333;23.95;Gandajika
GDL;GDL;MX;Airport;-06:00;America/Mexico_City;20.5217;-103.3111;Guadalajara
GDM;GDM;US;Airport;-05:00;America/New_York;42.5667;-72.0;Gardner Municipal
GDN;GDN;PL;Airport;+01:00;Europe/Warsaw;54.3775;18.4661;Gdansk
GDO;GDO;VE;Airport;-04:00;America/Caracas;7.2111;-70.7564;Guasdualito
GDP;GDP;BR;Airport;-03:00;America/Araguaina;-6.7819;-43.5817;Guadalupe
GDQ;GDQ;ET;Airport;+03:00;Africa/Addis_Ababa;12.52;37.4342;Gondar
GDR;GDR;BR;Airport;-03:00;America/Araguaina;-22.9756;-44.3072;Angra Dos Reis
GDT;GDT;TC;Airport;-05:00;America/Grand_Turk;21.4453;-71.1453;Grand Turk J.A.G.S. Mccartney Int
GDU;GDU;ES;Rail Station;+01:00;Europe/Madrid;40.6439;-3.1822;Guadalajara Rail Station
GDV;GDV;US;Airport;-07:00;America/Denver;47.1406;-104.8094;Glendive Hilger Field
GDW;GDW;US;Airport;-05:00;America/New_York;43.9833;-84.4833;Gladwin Zettel Memorial
GDX;GDX;RU;Airport;+11:00;Asia/Srednekolymsk;59.9111;150.7206;Magadan Sokol
GDZ;GDZ;RU;Airport;+03:00;Europe/Moscow;44.5792;38.0119;Gelendzhik
GEA;NOU;NC;Airport;+11:00;Pacific/Noumea;-22.2583;166.4728;Noumea Magenta Apt
GEB;GEB;ID;Airport;+09:00;Asia/Jayapura;-0.0833;129.3333;Gebe
GEC;GEC;CY;Airport;+02:00;Asia/Nicosia;35.2361;33.72;Gecitkale
GED;GED;US;Airport;-05:00;America/New_York;38.6833;-75.3667;Georgetown Sussex County
GEE;GEE;AU;Airport;+10:00;Australia/Hobart;-41.1;146.8333;George Town
GEF;GEF;SB;Airport;+11:00;Pacific/Guadalcanal;-7.5778;156.5972;Geva
GEG;GEG;US;Airport;-08:00;America/Los_Angeles;47.6172;-117.54;Spokane
GEI;GEI;PG;Airport;+10:00;Pacific/Port_Moresby;-4.5;154.1667;Green Islands
GEK;GEK;US;Airport;-09:00;America/Anchorage;62.9833;-156.5;Ganes Creek
GEL;GEL;BR;Airport;-03:00;America/Araguaina;-28.2828;-54.1703;Santo Angelo
GEM;GEM;GQ;Airport;+01:00;Africa/Malabo;1.6914;11.0239;Mongomo
GEN;GEN;ES;Rail Station;+01:00;Europe/Madrid;37.3833;-4.7833;Puente Genil Rail Station Puente Genil
GEO;GEO;GY;Airport;-04:00;America/Guyana;6.4986;-58.2542;Georgetown Cheddi Jagan International
GEP;GOA;IT;Rail Station;+01:00;Europe/Rome;11.4072;8.9475;Genoa Brignole Railway Stn
GER;GER;CU;Airport;-05:00;America/Havana;21.8347;-82.7839;Nueva Gerona Rafael Cabrera
GES;GES;PH;Airport;+08:00;Asia/Manila;6.1064;125.2353;General Santos International
GET;GET;AU;Airport;+08:00;Australia/Perth;-28.7967;114.7064;Geraldton
GEV;GEV;SE;Airport;+01:00;Europe/Stockholm;67.1325;20.8147;Gallivare
GEW;GEW;PG;Airport;+10:00;Pacific/Port_Moresby;-9.1833;148.4833;Gewoya
GEX;GEX;AU;Airport;+10:00;Australia/Sydney;-38.1333;144.35;Geelong
GEY;GEY;US;Airport;-07:00;America/Denver;44.5167;-108.0833;Greybull South Big Horn
GFA;GTF;US;Airport;-07:00;America/Denver;47.5;-111.1667;Great Falls Malmstrom Afb Heliport
GFB;GFB;US;Airport;-09:00;America/Anchorage;59.05;-160.2944;Togiak Fish
GFD;GFD;US;Airport;-05:00;America/New_York;39.7833;-85.7667;Greenfield
GFE;GFE;AU;Airport;+10:00;Australia/Sydney;-33.9;148.1667;Grenfell
GFF;GFF;AU;Airport;+10:00;Australia/Sydney;-34.2539;146.0617;Griffith
GFK;GFK;US;Airport;-06:00;America/Chicago;47.9492;-97.1761;Grand Forks
GFL;GFL;US;Airport;-05:00;America/New_York;43.3389;-73.6089;Glens Falls Floyd Bennett Memorial
GFN;GFN;AU;Airport;+10:00;Australia/Sydney;-29.7594;153.03;Grafton Clarence Valley
GFO;GFO;GY;Airport;-04:00;America/Guyana;6.4167;-58.5833;Bartica
GFR;GFR;FR;Airport;+01:00;Europe/Paris;48.8828;-1.5639;Granville
GFY;GFY;NA;Airport;+02:00;Africa/Windhoek;-19.6;18.1333;Grootfontein
GGA;GGA;ES;Harbour;+00:00;Atlantic/Canary;29.2292;-13.5014;La Graciosa Ferry Port
GGB;GGB;BR;Airport;-04:00;America/Porto_Velho;-14.0197;-52.1519;Agua Boa
GGC;GGC;AO;Airport;+01:00;Africa/Luanda;-14.1167;21.4333;Lumbala N' Guimbo
GGD;GGD;AU;Airport;+10:00;Australia/Brisbane;-18.7;139.25;Gregory Downs
GGE;GGE;US;Airport;-05:00;America/New_York;33.3167;-79.3167;Georgetown County
GGF;GGF;BR;Airport;-03:00;America/Araguaina;-1.4792;-52.5781;Almeirim
GGG;GGG;US;Airport;-06:00;America/Chicago;32.3839;-94.7114;Longview
GGH;GGH;BR;Airport;-03:00;America/Araguaina;-23.6917;-52.6422;Cianorte
GGJ;GGJ;BR;Airport;-03:00;America/Araguaina;-24.0811;-54.1914;Guaira
GGL;GGL;CO;Airport;-05:00;America/Bogota;8.3333;-77.0833;Gilgal
GGM;GGM;KE;Airport;+03:00;Africa/Nairobi;0.2714;34.7875;Kakamega
GGN;GGN;CI;Airport;+00:00;Africa/Abidjan;6.1333;-5.9333;Gagnoa
GGO;GGO;CI;Airport;+00:00;Africa/Abidjan;6.55;-7.4833;Guiglo
GGR;GGR;SO;Airport;+03:00;Africa/Mogadishu;8.4581;48.5675;Garowe
GGS;GGS;AR;Airport;-03:00;America/Argentina/Buenos_Aires;-48.7819;-70.1556;Gobernador Gregores
GGT;GGT;BS;Airport;-05:00;America/Nassau;23.5625;-75.8781;George Town
GGW;GGW;US;Airport;-07:00;America/Denver;48.2125;-106.6147;Glasgow City County
GGX;XJW;CN;Rail Station;+08:00;Asia/Shanghai;30.9575;113.9236;Xiaogan Rail Station
GGZ;GRZ;AT;Rail Station;+01:00;Europe/Vienna;47.0731;15.4161;Graz Rail Station
GHA;GHA;DZ;Airport;+01:00;Africa/Algiers;32.3842;3.7942;Ghardaia Noumerat
GHB;GHB;BS;Airport;-05:00;America/Nassau;25.2847;-76.3311;Governors Harbour
GHC;GHC;BS;Airport;-05:00;America/Nassau;25.7503;-77.85;Great Harbour Cay Municipal
GHD;GHD;ET;Airport;+03:00;Africa/Addis_Ababa;9.1667;35.8167;Ghimbi
GHE;GHE;PA;Airport;-05:00;America/Panama;8.0647;-78.3672;Garachine
GHF;GHF;DE;Airport;+01:00;Europe/Berlin;49.65;9.9667;Giebelstadt
GHK;GHK;CA;Airport;-07:00;America/Whitehorse;63.4347;-109.2003;Kennedy Lake Gahcho Kue
GHM;GHM;US;Airport;-06:00;America/Chicago;35.7833;-87.4667;Centerville Municipal
GHN;GHN;CN;Airport;+08:00;Asia/Shanghai;30.9486;104.3297;Guanghan
GHS;GHS;ID;Airport;+08:00;Asia/Makassar;-0.2039;115.7597;West Kutai Melalan
GHT;GHT;LY;Airport;+02:00;Africa/Tripoli;25.1456;10.1428;Ghat
GHU;GHU;AR;Airport;-03:00;America/Argentina/Buenos_Aires;-33.0167;-58.5833;Gualeguaychu
GIA;GRO;ES;Rail Station;+01:00;Europe/Madrid;41.9792;2.8169;Girona Rail Station
GIB;GIB;GI;Airport;+01:00;Europe/Gibraltar;36.1511;-5.3497;Gibraltar North Front
GIC;GIC;AU;Airport;+10:00;Australia/Brisbane;-9.2331;142.2175;Boigu Island
GID;GID;BI;Airport;+02:00;Africa/Bujumbura;-3.4167;29.9167;Gitega
GIF;GIF;US;Airport;-05:00;America/New_York;28.0667;-81.75;Winter Haven's Gilbert
GIG;RIO;BR;Airport;-03:00;America/Sao_Paulo;-22.8125;-43.2483;Rio De Janeiro Galeão
GII;GII;GN;Airport;+00:00;Africa/Conakry;11.4;-9.1833;Siguiri
GIJ;QIJ;ES;Bus Station;+01:00;Europe/Madrid;43.5389;-5.6672;Gijon Bus Station
GIL;GIL;PK;Airport;+05:00;Asia/Karachi;35.9189;74.3336;Gilgit
GIM;GIM;GA;Airport;+01:00;Africa/Libreville;-0.0167;11.4;Miele Mimbale
GIR;GIR;CO;Airport;-05:00;America/Bogota;4.2833;-74.8;Girardot Santiago Vila
GIS;GIS;NZ;Airport;+12:00;Pacific/Auckland;-38.6639;177.9769;Gisborne
GIT;GIT;TZ;Airport;+03:00;Africa/Dar_es_Salaam;-2.8667;32.1667;Geita
GIU;GIU;LK;Airport;+05:30;Asia/Colombo;7.9561;80.7283;Sigiriya Slaf Base
GIY;GIY;ZA;Airport;+02:00;Africa/Johannesburg;-23.2833;30.6667;Giyani
GIZ;GIZ;SA;Airport;+03:00;Asia/Riyadh;16.9011;42.5858;Jazan
GJA;GJA;HN;Airport;-06:00;America/Tegucigalpa;16.4439;-85.9039;Guanaja
GJB;GDU;ES;Bus Station;+01:00;Europe/Madrid;40.6361;-3.1731;Guadalajara Bus Station
GJL;GJL;DZ;Airport;+01:00;Africa/Algiers;36.795;5.8736;Jijel Ferhat Abbas
GJM;GJM;BR;Airport;-04:00;America/Porto_Velho;-10.8333;-65.3333;Guajara-Mirim
GJN;GJN;CN;Rail Station;+08:00;Asia/Shanghai;30.4578;111.5728;Zhijiang Rail Station
GJR;GJR;IS;Airport;+00:00;Atlantic/Reykjavik;65.9953;-21.3269;Gjogur
GJT;GJT;US;Airport;-07:00;America/Denver;39.1233;-108.5258;Grand Junction
GKA;GKA;PG;Airport;+10:00;Pacific/Port_Moresby;-6.0817;145.3919;Goroka
GKD;GKD;TR;Airport;+03:00;Europe/Istanbul;40.2011;25.8822;Gokceada
GKE;GKE;DE;Airport;+01:00;Europe/Berlin;50.9608;6.0425;Geilenkirchen Air Base
GKH;GKH;NP;Airport;+05:45;Asia/Kathmandu;28.0386;84.4667;Gorkha
GKK;GKK;MV;Airport;+05:00;Indian/Maldives;0.7331;73.4342;Kooddoo Island
GKL;GKL;AU;Airport;+10:00;Australia/Brisbane;-23.1833;150.95;Great Keppel Island
